Username,URL,Followers,Following,Tweets,Raw_Score,FinalScore
JeffersonBlacky,https://x.com/JeffersonBlacky,459,290,271,90,100
btclighthouse,https://x.com/btclighthouse,1183,1250,2753,90,100
notnotnikki,https://x.com/notnotnikki,50,105,161,90,100
durabul,https://x.com/durabul,1937,441,686,90,100
ClaireWinterUK,https://x.com/ClaireWinterUK,873,1124,2562,90,100
MyRemixMV,https://x.com/MyRemixMV,729,416,3286,90,100
kinarokihara,https://x.com/kinarokihara,403,532,2842,90,100
Bolvangus,https://x.com/Bolvangus,224,163,559,90,100
fractalwars_eth,https://x.com/fractalwars_eth,409,792,1488,90,100
somastream,https://x.com/somastream,225,347,4537,90,100
Jwoosefer,https://x.com/Jwoosefer,209,142,2034,90,100
JtownTravesty,https://x.com/JtownTravesty,55,83,114,90,100
djyeigh,https://x.com/djyeigh,166,154,186,90,100
k_dragger00,https://x.com/k_dragger00,158,268,636,90,100
TofuTurtle12,https://x.com/TofuTurtle12,564,347,4367,90,100
psmill99,https://x.com/psmill99,367,117,6946,90,100
hnivag,https://x.com/hnivag,116,241,321,90,100
drkunicorn1,https://x.com/drkunicorn1,137,25,1179,90,100
SweetRa72562206,https://x.com/SweetRa72562206,214,381,106,90,100
Jocool007,https://x.com/Jocool007,89,179,280,90,100
intellivisi0x,https://x.com/intellivisi0x,920,937,5022,90,100
Rordy4,https://x.com/Rordy4,233,361,607,90,100
GianpieroMerel1,https://x.com/GianpieroMerel1,196,535,11311,90,100
FNLN28145304,https://x.com/FNLN28145304,141,213,2246,90,100
Kryptofly1,https://x.com/Kryptofly1,334,747,586,90,100
mineking2023,https://x.com/mineking2023,210,247,100,90,100
onlyTa17,https://x.com/onlyTa17,520,280,1339,90,100
redmoneyseven,https://x.com/redmoneyseven,203,441,361,90,100
MrPCrypt0,https://x.com/MrPCrypt0,437,789,979,90,100
NomadUSMC,https://x.com/NomadUSMC,142,175,1129,90,100
JohnMBarroso,https://x.com/JohnMBarroso,342,248,81,90,100
jaygreen1720,https://x.com/jaygreen1720,248,376,167,90,100
HanspeterZwirbe,https://x.com/HanspeterZwirbe,56,78,970,90,100
bitordi,https://x.com/bitordi,351,614,337,90,100
CaptainHuc,https://x.com/CaptainHuc,413,452,166,90,100
MaitreyaMatty,https://x.com/MaitreyaMatty,489,303,3331,90,100
konstantinalek,https://x.com/konstantinalek,130,339,291,90,100
oliver_klosoph,https://x.com/oliver_klosoph,193,560,2748,90,100
WeiserMichi,https://x.com/WeiserMichi,210,172,322,90,100
Roonzmeal,https://x.com/Roonzmeal,278,603,7756,90,100
adeliciousbean,https://x.com/adeliciousbean,1150,1563,464,90,100
rsturgess,https://x.com/rsturgess,137,253,182,90,100
flightemdoc,https://x.com/flightemdoc,936,2057,1278,90,100
p3t3rpr,https://x.com/p3t3rpr,563,1431,8973,90,100
CraptoeG,https://x.com/CraptoeG,3045,1413,21798,90,100
Plodfosser,https://x.com/Plodfosser,33,58,134,90,100
bonesec,https://x.com/bonesec,244,111,2749,90,100
bobbymills_,https://x.com/bobbymills_,558,681,4035,90,100
Psyferpunkart,https://x.com/Psyferpunkart,1713,766,415,90,100
BottleRocket432,https://x.com/BottleRocket432,137,130,135,90,100
digispud,https://x.com/digispud,1066,2151,4517,90,100
maulekuul,https://x.com/maulekuul,292,293,1010,90,100
jpsnuze,https://x.com/jpsnuze,111,264,521,90,100
bonham_sol,https://x.com/bonham_sol,298,467,70,90,100
jillbaltzer,https://x.com/jillbaltzer,316,339,85,90,100
darylirvine,https://x.com/darylirvine,242,338,1386,90,100
ironeinstein,https://x.com/ironeinstein,43,102,949,90,100
KJayNoWay,https://x.com/KJayNoWay,177,347,1085,90,100
Binblock4,https://x.com/Binblock4,204,422,244,90,100
bc8Sooners,https://x.com/bc8Sooners,713,1175,4993,90,100
cbassage,https://x.com/cbassage,250,334,908,90,100
KMON447,https://x.com/KMON447,199,297,146,90,100
javierc22627540,https://x.com/javierc22627540,135,362,7446,90,100
aret888,https://x.com/aret888,165,152,1891,90,100
kss8491,https://x.com/kss8491,217,135,72,90,100
shanksy39,https://x.com/shanksy39,265,395,3378,90,100
kevin_audrain,https://x.com/kevin_audrain,278,207,368,90,100
Alan19820493,https://x.com/Alan19820493,242,279,995,90,100
BernardLabno,https://x.com/BernardLabno,84,81,205,90,100
DannyCaines94,https://x.com/DannyCaines94,192,192,1423,90,100
Th3ColorOfMoney,https://x.com/Th3ColorOfMoney,206,352,763,90,100
thesiasaussie,https://x.com/thesiasaussie,137,61,82,90,100
NightlifeNinja,https://x.com/NightlifeNinja,1714,1175,1307,90,100
Sprotiplus,https://x.com/Sprotiplus,2850,3415,17236,90,100
T_brooks33,https://x.com/T_brooks33,278,51,3474,90,100
0xYieldFarmooor,https://x.com/0xYieldFarmooor,1519,824,1606,90,100
bowtiedchiller,https://x.com/bowtiedchiller,288,203,299,90,100
rnadomaccount11,https://x.com/rnadomaccount11,245,176,1775,90,100
DLHopePope,https://x.com/DLHopePope,1299,1075,6213,90,100
TobiS66586594,https://x.com/TobiS66586594,291,365,962,90,100
ArcanumCapital,https://x.com/ArcanumCapital,2925,758,693,90,100
ericwmeier,https://x.com/ericwmeier,372,1009,8567,90,100
marcell_hise,https://x.com/marcell_hise,93,64,401,90,100
mc_money99,https://x.com/mc_money99,126,344,434,90,100
chriscat007,https://x.com/chriscat007,81,86,466,90,100
Dudus18922934,https://x.com/Dudus18922934,212,598,504,90,100
DariusIakabos,https://x.com/DariusIakabos,81,191,427,90,100
Craig70801734,https://x.com/Craig70801734,530,1042,12487,90,100
FlowLikeLight,https://x.com/FlowLikeLight,144,53,994,90,100
fpv7554,https://x.com/fpv7554,369,322,2003,90,100
Brian_San_Nico,https://x.com/Brian_San_Nico,479,672,2462,90,100
jamrewbay,https://x.com/jamrewbay,200,464,183,90,100
ChrisSt_TX,https://x.com/ChrisSt_TX,268,500,352,90,100
bebop176,https://x.com/bebop176,446,1329,207,90,100
Kevin623031595,https://x.com/Kevin623031595,157,141,903,90,100
uniquebackdrops,https://x.com/uniquebackdrops,188,251,408,90,100
CoachVies,https://x.com/CoachVies,542,183,169,90,100
butmunkie,https://x.com/butmunkie,103,93,80,90,100
maxxiques,https://x.com/maxxiques,139,296,1415,90,100
dsalonso,https://x.com/dsalonso,285,325,75,90,100
iyakaba,https://x.com/iyakaba,106,130,312,90,100
amg1ne,https://x.com/amg1ne,0,136,533,90,100
blagojeceklic,https://x.com/blagojeceklic,13,35,153,90,100
T_A_MorphPT,https://x.com/T_A_MorphPT,460,1060,1634,90,100
DYERMAKER1968,https://x.com/DYERMAKER1968,501,315,1181,90,100
Scarcifiable,https://x.com/Scarcifiable,4150,2726,16622,90,100
rwawoe,https://x.com/rwawoe,848,882,2025,90,100
cmor1787,https://x.com/cmor1787,96,32,326,90,100
ValCryptox,https://x.com/ValCryptox,968,1185,2656,90,100
JerryFl07565225,https://x.com/JerryFl07565225,940,400,521,90,100
Bambo802,https://x.com/Bambo802,239,199,3772,90,100
PerformWilde,https://x.com/PerformWilde,1667,706,11915,90,100
dunbar81493,https://x.com/dunbar81493,189,388,11592,90,100
BLove_dada,https://x.com/BLove_dada,105,289,360,90,100
drjohndayMD,https://x.com/drjohndayMD,7377,25,856,90,100
pnutsdot,https://x.com/pnutsdot,2939,1802,4383,90,100
mdoty8989,https://x.com/mdoty8989,123,95,82,90,100
d6w8wxdxm6,https://x.com/d6w8wxdxm6,292,262,4173,90,100
khal_hodl,https://x.com/khal_hodl,2028,1155,4081,90,100
IFeelWolfish,https://x.com/IFeelWolfish,219,263,401,90,100
revelcoffee,https://x.com/revelcoffee,67,60,164,90,100
r3kts0n,https://x.com/r3kts0n,93,138,343,90,100
AndreiGonX,https://x.com/AndreiGonX,1413,2110,85,90,100
freyadoog,https://x.com/freyadoog,347,473,4565,90,100
Ethereu20309495,https://x.com/Ethereu20309495,400,186,4278,90,100
Carolinegir1,https://x.com/Carolinegir1,1213,1938,143,90,100
brepack,https://x.com/brepack,282,416,648,90,100
KozyHailey,https://x.com/KozyHailey,232,587,2861,90,100
xPirateCat,https://x.com/xPirateCat,489,191,8268,90,100
chicagokid1971,https://x.com/chicagokid1971,355,463,7001,90,100
RunDanceBitcoin,https://x.com/RunDanceBitcoin,1414,621,3641,90,100
Garysheen6,https://x.com/Garysheen6,306,65,678,90,100
rolfversluis,https://x.com/rolfversluis,4576,4126,1877,90,100
theweepooka,https://x.com/theweepooka,112,216,88,90,100
Unb4nk3d,https://x.com/Unb4nk3d,399,896,286,90,100
TokenTolkien,https://x.com/TokenTolkien,343,841,503,90,100
StateOptimum,https://x.com/StateOptimum,118,246,55,90,100
mbeda,https://x.com/mbeda,431,968,881,90,100
_DeanSMS,https://x.com/_DeanSMS,730,1050,16098,90,100
cyberpeep,https://x.com/cyberpeep,527,385,4775,90,100
TrafalgarDZophi,https://x.com/TrafalgarDZophi,110,253,592,90,100
BrianLeyde,https://x.com/BrianLeyde,300,697,178,90,100
Roubini18,https://x.com/Roubini18,922,898,9258,90,100
AhliShaheen,https://x.com/AhliShaheen,134,312,78,90,100
pdxmentalhealth,https://x.com/pdxmentalhealth,142,222,200,90,100
HyruleWorldDAO,https://x.com/HyruleWorldDAO,1161,124,1468,90,100
brhind28,https://x.com/brhind28,451,838,1392,90,100
CryptoChedz,https://x.com/CryptoChedz,1014,1390,1964,90,100
euphoricpursuit,https://x.com/euphoricpursuit,382,816,3961,90,100
ethanfialkow,https://x.com/ethanfialkow,154,253,321,90,100
bowtiedsnobird,https://x.com/bowtiedsnobird,160,312,64,90,100
mahhov,https://x.com/mahhov,288,479,360,90,100
neo_syntagma,https://x.com/neo_syntagma,389,140,3367,90,100
Gabe_Trust,https://x.com/Gabe_Trust,441,522,9618,90,100
szakara,https://x.com/szakara,130,100,167,90,100
Alantay41716291,https://x.com/Alantay41716291,253,255,76,90,100
BlowsApp,https://x.com/BlowsApp,185,275,2229,90,100
AdamAstro3,https://x.com/AdamAstro3,872,643,1905,90,100
contrarymo,https://x.com/contrarymo,551,765,769,90,100
WordiousBird,https://x.com/WordiousBird,194,111,124,90,100
Soberman777,https://x.com/Soberman777,71,138,181,90,100
kauaikiwi,https://x.com/kauaikiwi,0,156,66,90,100
dolardis,https://x.com/dolardis,63,88,163,90,100
kihmyy,https://x.com/kihmyy,273,438,319,90,100
GroundtoMJTom,https://x.com/GroundtoMJTom,259,363,671,90,100
DropCopCook,https://x.com/DropCopCook,107,174,2267,90,100
Link2790,https://x.com/Link2790,511,604,1327,90,100
Titanium_32,https://x.com/Titanium_32,2301,985,753,90,100
kevinnoorlander,https://x.com/kevinnoorlander,100,129,80,90,100
BQCrypto74,https://x.com/BQCrypto74,1002,1043,3051,90,100
DanielKilzi,https://x.com/DanielKilzi,289,465,4427,90,100
Alvaroidz,https://x.com/Alvaroidz,533,825,20349,90,100
Admyral1,https://x.com/Admyral1,36,71,210,90,100
trusttheflow,https://x.com/trusttheflow,123,87,5403,90,100
ari5000,https://x.com/ari5000,1391,351,24880,90,100
TimHend69721124,https://x.com/TimHend69721124,186,421,105,90,100
wawina4,https://x.com/wawina4,104,238,758,90,100
AwesomeDrue1,https://x.com/AwesomeDrue1,505,1005,1988,90,100
AnemaAndrew,https://x.com/AnemaAndrew,101,144,65,90,100
d4s0n5h1,https://x.com/d4s0n5h1,79,61,117,90,100
Gengarl,https://x.com/Gengarl,425,127,195,90,100
Somyyoga,https://x.com/Somyyoga,169,91,563,90,100
DavidRye3,https://x.com/DavidRye3,413,739,7629,90,100
holisticmachine,https://x.com/holisticmachine,330,85,2254,90,100
lukeylukason,https://x.com/lukeylukason,225,433,187,90,100
aces_trades,https://x.com/aces_trades,339,610,2806,90,100
underworldelf,https://x.com/underworldelf,162,142,90,90,100
LU420bobbob,https://x.com/LU420bobbob,134,161,68,90,100
rburger123,https://x.com/rburger123,77,188,116,90,100
dmensi23,https://x.com/dmensi23,3063,403,3014,90,100
StyerMortgages,https://x.com/StyerMortgages,468,1017,1202,90,100
dylanrjeffrey,https://x.com/dylanrjeffrey,187,245,132,90,100
OxJoe21,https://x.com/OxJoe21,603,1431,804,90,100
vorbian,https://x.com/vorbian,253,456,6639,90,100
rbeson,https://x.com/rbeson,696,768,874,90,100
George08187240,https://x.com/George08187240,123,225,800,90,100
mirror_shine47,https://x.com/mirror_shine47,340,378,20929,90,100
NftsFootball,https://x.com/NftsFootball,97,254,703,90,100
MikkosQuest,https://x.com/MikkosQuest,333,540,2348,90,100
it_wil_,https://x.com/it_wil_,312,215,265,90,100
greenformandme,https://x.com/greenformandme,61,126,216,90,100
MTRitchey,https://x.com/MTRitchey,382,112,1916,90,100
serendipityanre,https://x.com/serendipityanre,246,468,2206,90,100
bithydra,https://x.com/bithydra,2347,2207,7381,90,100
walkerdynamite,https://x.com/walkerdynamite,310,708,628,90,100
WrightPaulUK,https://x.com/WrightPaulUK,144,416,175,90,100
tuddy7272,https://x.com/tuddy7272,271,461,489,90,100
RTanason,https://x.com/RTanason,251,558,4232,90,100
CryptoAssange,https://x.com/CryptoAssange,221,156,1409,90,100
EDH_Nordic,https://x.com/EDH_Nordic,438,479,262,90,100
jalagrange,https://x.com/jalagrange,1073,1238,7535,90,100
delCrypro,https://x.com/delCrypro,88,130,102,90,100
rigerby,https://x.com/rigerby,207,357,57,90,100
SeanCur88929373,https://x.com/SeanCur88929373,592,309,2495,90,100
gaBrieleTC21,https://x.com/gaBrieleTC21,287,159,788,90,100
NomadicGambit,https://x.com/NomadicGambit,209,164,387,90,100
dontdoit1111,https://x.com/dontdoit1111,221,347,1012,90,100
0xCrabb,https://x.com/0xCrabb,3611,3255,2846,90,100
mysterybuds,https://x.com/mysterybuds,594,1342,379,90,100
passportstoic,https://x.com/passportstoic,237,141,83,90,100
RyanLeeannSack,https://x.com/RyanLeeannSack,212,172,929,90,100
CGurley,https://x.com/CGurley,107,89,58,90,100
andrezzini,https://x.com/andrezzini,186,493,1300,90,100
BabyDoe2023,https://x.com/BabyDoe2023,186,302,234,90,100
MacroFreedom,https://x.com/MacroFreedom,53,139,211,90,100
mufid_nh,https://x.com/mufid_nh,89,240,1506,90,100
Oats14612493,https://x.com/Oats14612493,935,2625,432,90,100
mtnyhl,https://x.com/mtnyhl,252,149,4012,90,100
Arnoud82585846,https://x.com/Arnoud82585846,263,182,2114,90,100
JonathanAPace,https://x.com/JonathanAPace,626,1598,10070,90,100
DanielWynn09,https://x.com/DanielWynn09,1015,1187,702,90,100
GinaHEXicina,https://x.com/GinaHEXicina,1402,2057,1527,90,100
JamiewBoyd,https://x.com/JamiewBoyd,144,429,15232,90,100
BrHiflyr,https://x.com/BrHiflyr,128,216,160,90,100
NomadFreedom88,https://x.com/NomadFreedom88,195,198,51,90,100
Manawajaws,https://x.com/Manawajaws,54,72,582,90,100
Wascal65639060,https://x.com/Wascal65639060,78,66,118,90,100
echarkov,https://x.com/echarkov,535,463,3692,90,100
itsjustine_me,https://x.com/itsjustine_me,135,165,137,90,100
oneandone_2,https://x.com/oneandone_2,67,193,296,90,100
thisguy714,https://x.com/thisguy714,134,74,1471,90,100
cawleymjd,https://x.com/cawleymjd,461,538,133,90,100
Adiohombre,https://x.com/Adiohombre,416,373,349,90,100
PedroR_NWA,https://x.com/PedroR_NWA,107,222,5660,90,100
Patron4life76,https://x.com/Patron4life76,338,334,6152,90,100
kotsaftis,https://x.com/kotsaftis,1166,1361,3538,90,100
quinnchad89,https://x.com/quinnchad89,162,296,263,90,100
matthewdhurley1,https://x.com/matthewdhurley1,224,146,840,90,100
MirBroadway,https://x.com/MirBroadway,143,377,120,90,100
QuidVanNovi,https://x.com/QuidVanNovi,210,204,1143,90,100
donttreadonme4_,https://x.com/donttreadonme4_,363,315,2454,90,100
VivaBitcoin_,https://x.com/VivaBitcoin_,1228,981,861,90,100
Nkjorg,https://x.com/Nkjorg,438,1105,675,90,100
KwantFokko,https://x.com/KwantFokko,179,371,1688,90,100
rollinhazard,https://x.com/rollinhazard,136,39,52,90,100
BitcoinAnnatar,https://x.com/BitcoinAnnatar,65,163,70,90,100
TheSheetalRay,https://x.com/TheSheetalRay,474,665,199,90,100
wilce17,https://x.com/wilce17,91,128,83,90,100
chrissandchris1,https://x.com/chrissandchris1,66,153,200,90,100
ma_ma_toshi,https://x.com/ma_ma_toshi,194,529,510,90,100
Ithacareturn,https://x.com/Ithacareturn,390,839,1329,90,100
igordraskovic,https://x.com/igordraskovic,254,506,743,90,100
cryptoragz,https://x.com/cryptoragz,167,291,1509,90,100
AIpassiveIncome,https://x.com/AIpassiveIncome,142,131,3268,90,100
freqhuntr,https://x.com/freqhuntr,187,63,262,90,100
Mo0rte,https://x.com/Mo0rte,240,227,149,90,100
derrallg,https://x.com/derrallg,3901,3890,9829,90,100
RugbySurfing,https://x.com/RugbySurfing,276,441,2729,90,100
doublesunday123,https://x.com/doublesunday123,0,447,50,90,100
snagviko,https://x.com/snagviko,272,384,277,90,100
high_in_seattle,https://x.com/high_in_seattle,1050,1030,28652,90,100
JacomellaJohn,https://x.com/JacomellaJohn,320,501,102,90,100
djonnee,https://x.com/djonnee,200,457,117,90,100
Mrohr27,https://x.com/Mrohr27,323,548,989,90,100
Doug916717261,https://x.com/Doug916717261,179,234,94,90,100
3x3LbHammer,https://x.com/3x3LbHammer,227,483,2784,90,100
denton2024,https://x.com/denton2024,83,82,289,90,100
PepeSimonsen,https://x.com/PepeSimonsen,331,479,436,90,100
g_tobes,https://x.com/g_tobes,128,179,555,90,100
joeperkinsre,https://x.com/joeperkinsre,324,488,1079,90,100
PhilipePreston,https://x.com/PhilipePreston,39,28,401,90,100
Javi_Gibbs,https://x.com/Javi_Gibbs,327,337,128,90,100
Scorp_pl,https://x.com/Scorp_pl,237,690,685,90,100
kadenamoonboy,https://x.com/kadenamoonboy,565,933,7914,90,100
McHooligan9999,https://x.com/McHooligan9999,441,861,1772,90,100
Weeblewobble741,https://x.com/Weeblewobble741,814,402,8293,90,100
CryptoBika50,https://x.com/CryptoBika50,313,364,541,90,100
JudieBalzer,https://x.com/JudieBalzer,621,503,628,90,100
ArisPandelis,https://x.com/ArisPandelis,207,475,142,90,100
mustar_cu,https://x.com/mustar_cu,223,417,1659,90,100
BitcoinCro,https://x.com/BitcoinCro,4766,1819,4021,90,100
AELBAS,https://x.com/AELBAS,0,211,215,90,100
Veladrians,https://x.com/Veladrians,273,310,310,90,100
gazfromscotland,https://x.com/gazfromscotland,201,267,1838,90,100
Blue6763,https://x.com/Blue6763,1142,888,3288,90,100
G_The_Sting,https://x.com/G_The_Sting,238,409,527,90,100
ryanjtroy,https://x.com/ryanjtroy,480,1088,14257,90,100
MrMarket_addict,https://x.com/MrMarket_addict,168,137,1570,90,100
Mark_d17mad,https://x.com/Mark_d17mad,334,431,2910,90,100
Pauly_S_G,https://x.com/Pauly_S_G,114,228,214,90,100
pulpiwapi,https://x.com/pulpiwapi,193,221,629,90,100
ISOTraderGeorge,https://x.com/ISOTraderGeorge,638,463,1796,90,100
REnaissanceMBL,https://x.com/REnaissanceMBL,451,1242,869,90,100
carrotmuff1n,https://x.com/carrotmuff1n,126,261,66,90,100
theYoichi,https://x.com/theYoichi,958,1128,1517,90,100
DEPTofCLAIMS,https://x.com/DEPTofCLAIMS,293,504,2451,90,100
DMRFrenchie,https://x.com/DMRFrenchie,708,1885,1121,90,100
dudedezz,https://x.com/dudedezz,125,261,1366,90,100
JuveBaba1,https://x.com/JuveBaba1,128,102,11265,90,100
vitaliibetin,https://x.com/vitaliibetin,101,234,158,90,100
BiggestRonald,https://x.com/BiggestRonald,168,156,426,90,100
TakkunOps,https://x.com/TakkunOps,349,785,673,90,100
bttrmlkbiskits,https://x.com/bttrmlkbiskits,54,100,939,90,100
1_AsISeeIt,https://x.com/1_AsISeeIt,150,159,2665,90,100
keirwilkins,https://x.com/keirwilkins,134,351,363,90,100
dalembah,https://x.com/dalembah,257,275,4753,90,100
0xmaxpain,https://x.com/0xmaxpain,194,434,2258,90,100
TheRealAlexMese,https://x.com/TheRealAlexMese,1695,175,451,90,100
RomainDupr3,https://x.com/RomainDupr3,35,48,125,90,100
D51666Tess,https://x.com/D51666Tess,414,367,859,90,100
JustinLasater4,https://x.com/JustinLasater4,393,505,771,90,100
baldmonk8877,https://x.com/baldmonk8877,208,240,387,90,100
Spartacuzzi,https://x.com/Spartacuzzi,444,445,24035,90,100
coinmaker_v,https://x.com/coinmaker_v,233,487,1111,90,100
MT_Highfield,https://x.com/MT_Highfield,1034,2791,2478,90,100
CryptoButcher1,https://x.com/CryptoButcher1,1841,2855,13332,90,100
Lars1904_eth,https://x.com/Lars1904_eth,93,57,688,90,100
DParkerSC,https://x.com/DParkerSC,1057,3056,2667,90,100
Brunkminster,https://x.com/Brunkminster,383,517,170,90,100
MagicBock,https://x.com/MagicBock,47,119,57,90,100
DJP1investing,https://x.com/DJP1investing,108,187,77,90,100
mskhour1,https://x.com/mskhour1,397,343,632,90,100
anirvedas,https://x.com/anirvedas,1314,781,7793,90,100
Shone1971,https://x.com/Shone1971,251,723,467,90,100
finisloquitur,https://x.com/finisloquitur,312,409,4026,90,100
lamebrain16,https://x.com/lamebrain16,147,265,663,90,100
0xbrightbyte,https://x.com/0xbrightbyte,1043,385,2327,90,100
BIO99_BIO99,https://x.com/BIO99_BIO99,1260,692,1227,90,100
x3TrippleD,https://x.com/x3TrippleD,192,217,59,90,100
Teeboy83928161,https://x.com/Teeboy83928161,103,146,1342,90,100
Ekos941,https://x.com/Ekos941,401,411,5418,90,100
KatzManuel1,https://x.com/KatzManuel1,243,461,221,90,100
wolfnick10,https://x.com/wolfnick10,810,1191,2407,90,100
JayThreeThree_,https://x.com/JayThreeThree_,567,1196,319,90,100
aspiveranceLM,https://x.com/aspiveranceLM,84,157,113,90,100
XRP_Caliber,https://x.com/XRP_Caliber,217,197,9698,90,100
JoshuaD26664236,https://x.com/JoshuaD26664236,145,51,428,90,100
TonvanderHeyden,https://x.com/TonvanderHeyden,239,46,362,90,100
AltschaflC,https://x.com/AltschaflC,160,271,2180,90,100
ProfessorAkston,https://x.com/ProfessorAkston,5484,1013,9274,90,100
kingjaguar2013,https://x.com/kingjaguar2013,846,1786,82,90,100
Johnzini11,https://x.com/Johnzini11,638,694,2474,90,100
FarawayAlden,https://x.com/FarawayAlden,210,129,326,90,100
Bruce_Tom_X,https://x.com/Bruce_Tom_X,178,130,988,90,100
walasan,https://x.com/walasan,220,115,84,90,100
BTC_Daily_,https://x.com/BTC_Daily_,156,148,361,90,100
Jo3064745844228,https://x.com/Jo3064745844228,453,389,2714,90,100
Shortpants_1,https://x.com/Shortpants_1,51,107,284,90,100
CryptoBecu,https://x.com/CryptoBecu,362,1024,2538,90,100
MCap_warrior,https://x.com/MCap_warrior,253,171,818,90,100
bartqowiak,https://x.com/bartqowiak,188,383,149,90,100
0CrypticCrypto,https://x.com/0CrypticCrypto,158,214,401,90,100
sircryptoshark,https://x.com/sircryptoshark,479,764,9424,90,100
web3insights,https://x.com/web3insights,139,253,179,90,100
Vossili1,https://x.com/Vossili1,130,372,1530,90,100
ywxmshjgqp,https://x.com/ywxmshjgqp,161,208,76,90,100
PresentInTime,https://x.com/PresentInTime,117,88,3718,90,100
CryptoMaxn,https://x.com/CryptoMaxn,83,105,577,90,100
Maurici16686894,https://x.com/Maurici16686894,155,59,1563,90,100
wanderingwadee,https://x.com/wanderingwadee,244,75,1441,90,100
0liver_G_,https://x.com/0liver_G_,1666,1855,5180,90,100
effectsToCause,https://x.com/effectsToCause,2839,537,3420,90,100
oh_pinchy,https://x.com/oh_pinchy,0,283,354,90,100
TheDude_000,https://x.com/TheDude_000,150,277,1041,90,100
robinyoungfun,https://x.com/robinyoungfun,379,254,1207,90,100
FootballIndexM2,https://x.com/FootballIndexM2,136,327,850,90,100
Origin02Eth,https://x.com/Origin02Eth,631,1043,9522,90,100
SAT05HI,https://x.com/SAT05HI,293,572,7325,90,100
nonamedaytrader,https://x.com/nonamedaytrader,383,724,3435,90,100
ZiggyHRC,https://x.com/ZiggyHRC,454,873,2171,90,100
johnnyboy1872,https://x.com/johnnyboy1872,799,2379,2955,90,100
ftblsince1905,https://x.com/ftblsince1905,541,561,13363,90,100
Mizokazamel,https://x.com/Mizokazamel,235,669,69,90,100
iamwill2011,https://x.com/iamwill2011,0,118,257,90,100
TheDannert,https://x.com/TheDannert,43,92,200,90,100
Oscar211221,https://x.com/Oscar211221,175,109,389,90,100
ProofCryptoDev,https://x.com/ProofCryptoDev,485,229,94,90,100
CryptoDaff,https://x.com/CryptoDaff,1457,1106,13128,90,100
Apollo_520__,https://x.com/Apollo_520__,289,722,2823,90,100
MamsLBB,https://x.com/MamsLBB,152,106,2357,90,100
PrebenHesvik,https://x.com/PrebenHesvik,191,495,372,90,100
ZHoubba,https://x.com/ZHoubba,156,279,826,90,100
icecoldbtc,https://x.com/icecoldbtc,231,247,109,90,100
w_uuuut,https://x.com/w_uuuut,530,1242,3663,90,100
b50332448,https://x.com/b50332448,545,1096,6627,90,100
Jon_Lambeth,https://x.com/Jon_Lambeth,196,430,979,90,100
mrblueSG17,https://x.com/mrblueSG17,966,2447,1831,90,100
johndoeisback,https://x.com/johndoeisback,142,123,3129,90,100
VampLife509,https://x.com/VampLife509,271,180,116,90,100
jmp075,https://x.com/jmp075,122,75,218,90,100
NeilKel03491200,https://x.com/NeilKel03491200,80,64,66,90,100
NiyaziBeydagli,https://x.com/NiyaziBeydagli,179,77,64,90,100
JamesKnies,https://x.com/JamesKnies,203,441,316,90,100
SherGreggAdair,https://x.com/SherGreggAdair,112,101,268,90,100
tommylawsonaus,https://x.com/tommylawsonaus,257,169,592,90,100
sage_chain,https://x.com/sage_chain,284,303,3950,90,100
weezyornah,https://x.com/weezyornah,277,484,241,90,100
zerpkeeper,https://x.com/zerpkeeper,275,393,565,90,100
aaboisvert,https://x.com/aaboisvert,89,151,81,90,100
stthorn1,https://x.com/stthorn1,178,150,1057,90,100
samonlooker,https://x.com/samonlooker,179,303,51,90,100
BrandonYaraghi,https://x.com/BrandonYaraghi,291,225,1283,90,100
masonou_,https://x.com/masonou_,179,447,515,90,100
Codok,https://x.com/Codok,229,291,2209,90,100
Rock228VIX,https://x.com/Rock228VIX,867,811,19016,90,100
csolinger,https://x.com/csolinger,244,408,2198,90,100
Parrynavs,https://x.com/Parrynavs,228,470,176,90,100
CarloCuzzy,https://x.com/CarloCuzzy,473,211,20337,90,100
CryptoVisard,https://x.com/CryptoVisard,232,548,265,90,100
ErfanianAmir,https://x.com/ErfanianAmir,143,148,162,90,100
tychecapital,https://x.com/tychecapital,83,101,63,90,100
MatthewGould6,https://x.com/MatthewGould6,589,379,93,90,100
Maga2020Danielc,https://x.com/Maga2020Danielc,1928,3777,8603,90,100
realconno,https://x.com/realconno,124,92,115,90,100
JBugsyMo,https://x.com/JBugsyMo,451,517,15113,90,100
litium140,https://x.com/litium140,123,210,1514,90,100
wellbredbaker,https://x.com/wellbredbaker,251,103,448,90,100
rhtareq,https://x.com/rhtareq,244,667,234,90,100
ufrenkel,https://x.com/ufrenkel,93,135,61,90,100
therod,https://x.com/therod,567,285,2259,90,100
theeccentricowl,https://x.com/theeccentricowl,873,1607,5524,90,100
WGA65205402,https://x.com/WGA65205402,208,465,522,90,100
hofimax,https://x.com/hofimax,162,442,171,90,100
CaleClarke,https://x.com/CaleClarke,5085,4447,13091,90,100
jjwon0,https://x.com/jjwon0,198,220,174,90,100
LarocheSamuel,https://x.com/LarocheSamuel,199,210,852,90,100
ExperiencePaleo,https://x.com/ExperiencePaleo,269,95,177,90,100
MonteeLeo1,https://x.com/MonteeLeo1,315,803,217,90,100
austinwangstar,https://x.com/austinwangstar,269,309,209,90,100
