Username,URL,Followers,Following,Tweets,Raw_Score,FinalScore
joeblo80497507,https://x.com/joeblo80497507,15,20,2,80,89
djseanmichaels,https://x.com/djseanmichaels,2,15,46,80,89
Mikey80005,https://x.com/Mikey80005,207,177,13,80,89
furprr,https://x.com/furprr,0,142,2,80,89
JjAarj,https://x.com/JjAarj,203,171,0,80,89
BennyBitsurf,https://x.com/BennyBitsurf,24,88,18,80,89
AikKim,https://x.com/AikKim,103,103,5,80,89
TracyNicky,https://x.com/TracyNicky,1109,4841,206,80,89
LibertyLeo13,https://x.com/LibertyLeo13,162,632,209,80,89
TroyHodl,https://x.com/TroyHodl,86,300,11,80,89
sven_brauer,https://x.com/sven_brauer,0,127,1,80,89
cpeterson89,https://x.com/cpeterson89,185,142,0,80,89
punk3875,https://x.com/punk3875,86,376,19,80,89
BitcoinOctopus,https://x.com/BitcoinOctopus,84,42,9,80,89
OtoyaYoda48093,https://x.com/OtoyaYoda48093,394,204,1198,80,89
UrIdealSelf,https://x.com/UrIdealSelf,198,37,49,80,89
cious_sam,https://x.com/cious_sam,92,201,35,80,89
Razor__Rob,https://x.com/Razor__Rob,97,216,0,80,89
0xbagsrfull,https://x.com/0xbagsrfull,128,535,33,80,89
Luminysone,https://x.com/Luminysone,91,81,0,80,89
PraviS44769693,https://x.com/PraviS44769693,30,9,2,80,89
TS157103,https://x.com/TS157103,137,203,4,80,89
kristianh14,https://x.com/kristianh14,156,547,1667,80,89
Ryan_Reagan50,https://x.com/Ryan_Reagan50,2,36,62,80,89
ioann_is,https://x.com/ioann_is,619,2657,2649,80,89
patriapotestas1,https://x.com/patriapotestas1,183,358,4,80,89
justaLillyBTC,https://x.com/justaLillyBTC,202,3253,220,80,89
tony_mercuri,https://x.com/tony_mercuri,222,428,19,80,89
TTyrellious,https://x.com/TTyrellious,181,632,958,80,89
Kvout110022,https://x.com/Kvout110022,380,437,20,80,89
kevingasser,https://x.com/kevingasser,398,1469,24,80,89
jezusa_syn8209,https://x.com/jezusa_syn8209,49,82,35,80,89
MortgageKeith,https://x.com/MortgageKeith,11,10,6,80,89
1silverknight1,https://x.com/1silverknight1,0,472,0,80,89
MiserMedia,https://x.com/MiserMedia,122,747,2650,80,89
fyihgghjjyff1,https://x.com/fyihgghjjyff1,0,124,4,80,89
True64087521,https://x.com/True64087521,71,66,0,80,89
thanksgiving16_,https://x.com/thanksgiving16_,0,47,0,80,89
skuxxx1997,https://x.com/skuxxx1997,63,53,2,80,89
_simonsaint,https://x.com/_simonsaint,154,289,24,80,89
AngelsHoldings,https://x.com/AngelsHoldings,196,532,9,80,89
jobro27967873,https://x.com/jobro27967873,29,148,46,80,89
J_STK1,https://x.com/J_STK1,0,170,0,80,89
Haji46866543,https://x.com/Haji46866543,0,122,0,80,89
Greatnation69,https://x.com/Greatnation69,3,788,78,80,89
WhySoSerious206,https://x.com/WhySoSerious206,360,625,0,80,89
jamiegjib,https://x.com/jamiegjib,22,107,20,80,89
mommaisbased,https://x.com/mommaisbased,216,421,1158,80,89
wholly_see,https://x.com/wholly_see,0,337,1,80,89
SpitfireUK1941,https://x.com/SpitfireUK1941,618,2141,14764,80,89
Cryptoniard,https://x.com/Cryptoniard,162,620,2184,80,89
RJ_pad,https://x.com/RJ_pad,20,33,0,80,89
HEhateME697,https://x.com/HEhateME697,24,331,134,80,89
bitsatcrab,https://x.com/bitsatcrab,110,106,84,80,89
iamshy515,https://x.com/iamshy515,82,799,304,80,89
btcbassin1,https://x.com/btcbassin1,17,36,2,80,89
StephenGoughUPS,https://x.com/StephenGoughUPS,109,1857,16541,80,89
premb007,https://x.com/premb007,20,2734,628,80,89
ItsyBitsyHodl,https://x.com/ItsyBitsyHodl,170,666,31,80,89
L97995765,https://x.com/L97995765,0,627,3,80,89
JasonRothenbe16,https://x.com/JasonRothenbe16,153,80,0,80,89
rs_will33,https://x.com/rs_will33,184,84,1960,80,89
pumpyanddumpy,https://x.com/pumpyanddumpy,19,361,1870,80,89
Pawmdecayjoe,https://x.com/Pawmdecayjoe,263,386,2,80,89
sovereign_maxi,https://x.com/sovereign_maxi,251,281,385,80,89
token0777,https://x.com/token0777,66,333,43,80,89
_lssan,https://x.com/_lssan,468,1856,1114,80,89
mr_finely,https://x.com/mr_finely,155,635,44,80,89
roguercc,https://x.com/roguercc,129,432,254,80,89
AivaAdams,https://x.com/AivaAdams,20,40,2,80,89
JonathanKling6,https://x.com/JonathanKling6,94,222,1,80,89
jota_ve,https://x.com/jota_ve,91,930,33830,80,89
Ivan55329596,https://x.com/Ivan55329596,477,3606,1414,80,89
Mouseybrowny,https://x.com/Mouseybrowny,138,461,43,80,89
kleytonsilva52,https://x.com/kleytonsilva52,10,165,1934,80,89
StarboardLoamer,https://x.com/StarboardLoamer,69,435,11,80,89
oxenham_si56006,https://x.com/oxenham_si56006,87,121,0,80,89
tylerbentz,https://x.com/tylerbentz,427,1400,948,80,89
z82726947,https://x.com/z82726947,149,116,2,80,89
EdworldsMike,https://x.com/EdworldsMike,0,2514,4,80,89
Tebogo_Light,https://x.com/Tebogo_Light,144,325,1,80,89
markmark20541,https://x.com/markmark20541,180,462,915,80,89
Hugo__Meneses,https://x.com/Hugo__Meneses,6972,176,7,80,89
Haruko_Maruyama,https://x.com/Haruko_Maruyama,184,1144,335,80,89
Saulocc,https://x.com/Saulocc,56,419,845,80,89
SanusiMuji,https://x.com/SanusiMuji,355,818,1425,80,89
kthobson,https://x.com/kthobson,239,823,11,80,89
atangelow,https://x.com/atangelow,9,25,1,80,89
algomim,https://x.com/algomim,0,43,8,80,89
magicturtle42,https://x.com/magicturtle42,235,286,0,80,89
j_xuey,https://x.com/j_xuey,200,718,10,80,89
celaohc,https://x.com/celaohc,22,113,191,80,89
Ken771823,https://x.com/Ken771823,44,112,305,80,89
Pedro180222,https://x.com/Pedro180222,62,573,96,80,89
TRinvest121623,https://x.com/TRinvest121623,127,60,26,80,89
hugh1406,https://x.com/hugh1406,138,289,4,80,89
Camo_East1251,https://x.com/Camo_East1251,275,153,3,80,89
WickFillA,https://x.com/WickFillA,598,2541,1068,80,89
baal_trireme,https://x.com/baal_trireme,301,337,746,80,89
residenthiago,https://x.com/residenthiago,856,3421,4083,80,89
SamSark5,https://x.com/SamSark5,73,51,4,80,89
MadMikeHillden,https://x.com/MadMikeHillden,201,295,1,80,89
barreet_,https://x.com/barreet_,155,354,0,80,89
RayOseman,https://x.com/RayOseman,145,284,0,80,89
jvm2503,https://x.com/jvm2503,62,401,441,80,89
PauloHe36986451,https://x.com/PauloHe36986451,46,342,82,80,89
TJGundersen,https://x.com/TJGundersen,290,581,2,80,89
mingky_sng,https://x.com/mingky_sng,94,89,550,80,89
chokebtc,https://x.com/chokebtc,130,113,137,80,89
Peterpanisgay69,https://x.com/Peterpanisgay69,98,124,39,80,89
SanderHuessy,https://x.com/SanderHuessy,33,71,0,80,89
drhorvathszabi,https://x.com/drhorvathszabi,2,323,286,80,89
SunsetMoonrise2,https://x.com/SunsetMoonrise2,0,372,2,80,89
i_am_ti0,https://x.com/i_am_ti0,72,218,27,80,89
EricPannabecker,https://x.com/EricPannabecker,172,556,252,80,89
Petitgaston2,https://x.com/Petitgaston2,126,323,0,80,89
sangcool4444,https://x.com/sangcool4444,209,567,5,80,89
Terry88998899,https://x.com/Terry88998899,320,1300,3366,80,89
Tuosist1899,https://x.com/Tuosist1899,26,331,425,80,89
kowalski_a135,https://x.com/kowalski_a135,97,130,1,80,89
ueredeveloper,https://x.com/ueredeveloper,10,85,13,80,89
Sysna16,https://x.com/Sysna16,43,834,1045,80,89
tpsviktor,https://x.com/tpsviktor,36,263,20,80,89
degendust,https://x.com/degendust,644,753,30,80,89
DNALevity,https://x.com/DNALevity,880,3168,5750,80,89
Fyzz5280,https://x.com/Fyzz5280,103,246,0,80,89
jrgomezrueda,https://x.com/jrgomezrueda,83,2432,168,80,89
sand_sunn,https://x.com/sand_sunn,273,4626,8207,80,89
BennyFrank1783,https://x.com/BennyFrank1783,138,419,875,80,89
jooooooooooosem,https://x.com/jooooooooooosem,187,629,71,80,89
manish_edvision,https://x.com/manish_edvision,422,3565,11,80,89
bolstrump,https://x.com/bolstrump,1021,3264,10546,80,89
Bitcoinlive5,https://x.com/Bitcoinlive5,939,2133,2316,80,89
DowChak,https://x.com/DowChak,1,148,65,80,89
MarkHad84544276,https://x.com/MarkHad84544276,81,40,3,80,89
reservereverse,https://x.com/reservereverse,334,1242,561,80,89
hansvalor,https://x.com/hansvalor,57,30,11,80,89
frankpessoa,https://x.com/frankpessoa,345,1169,1206,80,89
btcparticular,https://x.com/btcparticular,230,244,161,80,89
iamnvrl8,https://x.com/iamnvrl8,94,152,0,80,89
FUD8022_08,https://x.com/FUD8022_08,315,241,1,80,89
NatanZamorano,https://x.com/NatanZamorano,197,79,6,80,89
L91rs,https://x.com/L91rs,88,910,154,80,89
jasonwhi,https://x.com/jasonwhi,125,907,14,80,89
WillRead16,https://x.com/WillRead16,71,213,2651,80,89
cider3085,https://x.com/cider3085,120,68,0,80,89
JWAB1982,https://x.com/JWAB1982,424,2602,198,80,89
ad_polymath,https://x.com/ad_polymath,85,151,83,80,89
btchousebali,https://x.com/btchousebali,780,125,131,80,89
Jau16349818,https://x.com/Jau16349818,112,512,12,80,89
turdfergusen67,https://x.com/turdfergusen67,0,387,1,80,89
cozkitten,https://x.com/cozkitten,334,1488,7244,80,89
JacobRoberie,https://x.com/JacobRoberie,144,103,24,80,89
ReadyTracerOne,https://x.com/ReadyTracerOne,151,407,0,80,89
hs8557xq26,https://x.com/hs8557xq26,192,126,0,80,89
SauloTarso4065,https://x.com/SauloTarso4065,52,76,53,80,89
CavuCapitalLLC,https://x.com/CavuCapitalLLC,273,108,71,80,89
Grynn,https://x.com/Grynn,736,1786,8043,80,89
MitchellHopwood,https://x.com/MitchellHopwood,168,494,0,80,89
DanielP30808393,https://x.com/DanielP30808393,21,31,1,80,89
SousBTC,https://x.com/SousBTC,35,40,6,80,89
gfmbonilha,https://x.com/gfmbonilha,338,3415,256,80,89
RJM2727,https://x.com/RJM2727,70,118,0,80,89
sulamoreaux,https://x.com/sulamoreaux,168,566,21,80,89
47Bullfrog,https://x.com/47Bullfrog,61,47,0,80,89
Mr_M0ist,https://x.com/Mr_M0ist,25,146,72,80,89
maesedefi,https://x.com/maesedefi,30,725,717,80,89
PBirkeneder,https://x.com/PBirkeneder,98,45,211,80,89
Gabriel30220403,https://x.com/Gabriel30220403,36,514,624,80,89
Lucy30569102,https://x.com/Lucy30569102,382,4641,202,80,89
wakeusup2,https://x.com/wakeusup2,70,173,1,80,89
tradingview150,https://x.com/tradingview150,33,46,42,80,89
MaxPower1194792,https://x.com/MaxPower1194792,136,174,789,80,89
RealtorLaurelle,https://x.com/RealtorLaurelle,262,995,387,80,89
bannisba,https://x.com/bannisba,102,1246,1455,80,89
HodlMad,https://x.com/HodlMad,52,513,119,80,89
sologlowa,https://x.com/sologlowa,275,329,145,80,89
deepseafishface,https://x.com/deepseafishface,192,273,8,80,89
calikid2250,https://x.com/calikid2250,100,698,49,80,89
maxbtcbully,https://x.com/maxbtcbully,63,97,2,80,89
JP57413838,https://x.com/JP57413838,142,249,0,80,89
Muuulcahy,https://x.com/Muuulcahy,390,1526,60,80,89
bitcoinnrow,https://x.com/bitcoinnrow,333,681,63,80,89
tweatere,https://x.com/tweatere,0,3834,1,80,89
Wallmart55,https://x.com/Wallmart55,0,270,1,80,89
TomWood44971444,https://x.com/TomWood44971444,204,259,3,80,89
ronnie_ell20142,https://x.com/ronnie_ell20142,6,12,15,80,89
Davidjb79,https://x.com/Davidjb79,100,157,4,80,89
xingxingjidan,https://x.com/xingxingjidan,112,123,325,80,89
AbrahamF1975,https://x.com/AbrahamF1975,104,113,1,80,89
JinxJack43,https://x.com/JinxJack43,40,223,1788,80,89
cryptoVW_HODL,https://x.com/cryptoVW_HODL,82,109,6,80,89
dmlengyel,https://x.com/dmlengyel,79,77,6,80,89
PeixotoRogerio,https://x.com/PeixotoRogerio,95,903,7894,80,89
MariafromKR,https://x.com/MariafromKR,5,20,40,80,89
Philou13374,https://x.com/Philou13374,405,719,1173,80,89
fadi_ibrahim80,https://x.com/fadi_ibrahim80,30,166,48,80,89
ChoccyMochaMilk,https://x.com/ChoccyMochaMilk,282,310,116,80,89
csmchoi5,https://x.com/csmchoi5,239,1536,32,80,89
NAgiadis8522,https://x.com/NAgiadis8522,259,100,1829,80,89
Gr33nmanBrad,https://x.com/Gr33nmanBrad,3,1114,50,80,89
MrFOMO88,https://x.com/MrFOMO88,5473,3329,12778,80,89
steps_wealth,https://x.com/steps_wealth,246,177,0,80,89
RWoxay,https://x.com/RWoxay,292,513,0,80,89
0uEmpire,https://x.com/0uEmpire,211,140,1,80,89
Zathrax_WoW,https://x.com/Zathrax_WoW,68,226,10,80,89
Pointandlaugh7,https://x.com/Pointandlaugh7,40,28,2627,80,89
Unitnetworks,https://x.com/Unitnetworks,183,1552,38,80,89
jonalbert100,https://x.com/jonalbert100,181,258,1,80,89
CtScorpy,https://x.com/CtScorpy,167,94,11,80,89
lemos2501,https://x.com/lemos2501,256,1111,125,80,89
DavidRezac,https://x.com/DavidRezac,117,95,6,80,89
TimonI24538854,https://x.com/TimonI24538854,83,53,6,80,89
ashtonshudson,https://x.com/ashtonshudson,1178,501,8127,80,89
docfox33,https://x.com/docfox33,53,1841,590,80,89
764wsrfth,https://x.com/764wsrfth,23,1632,29303,80,89
Zippy9591,https://x.com/Zippy9591,0,9,0,80,89
MattNemeth5509,https://x.com/MattNemeth5509,60,24,4,80,89
kiedesha1,https://x.com/kiedesha1,50,1130,223,80,89
AndrewinH70355,https://x.com/AndrewinH70355,313,232,6000,80,89
SoohyokSon,https://x.com/SoohyokSon,109,106,5,80,89
JackRoosterLive,https://x.com/JackRoosterLive,6100,163,11597,80,89
CryptoOzluz,https://x.com/CryptoOzluz,38,528,231,80,89
PawellRick,https://x.com/PawellRick,65,72,0,80,89
wilding0ut,https://x.com/wilding0ut,44,78,0,80,89
red_rose_king,https://x.com/red_rose_king,67,497,11,80,89
rthinunes,https://x.com/rthinunes,74,348,663,80,89
Hroas4,https://x.com/Hroas4,0,189,0,80,89
SimonTy98957615,https://x.com/SimonTy98957615,167,413,0,80,89
nstanchevv,https://x.com/nstanchevv,57,146,4,80,89
vuckovic_m,https://x.com/vuckovic_m,113,1556,61,80,89
_stranger_life,https://x.com/_stranger_life,366,817,2,80,89
davidmot_,https://x.com/davidmot_,17,162,428,80,89
dishantbisht420,https://x.com/dishantbisht420,78,210,1206,80,89
nicotrubeatle,https://x.com/nicotrubeatle,146,459,6219,80,89
nafih_yalim,https://x.com/nafih_yalim,67,309,79,80,89
outside_object,https://x.com/outside_object,285,1795,132,80,89
authenticBSx,https://x.com/authenticBSx,106,40,933,80,89
Donboer2355301,https://x.com/Donboer2355301,258,114,0,80,89
azizahsan_,https://x.com/azizahsan_,14,13,1,80,89
truepositivelab,https://x.com/truepositivelab,138,70,104,80,89
patriotic_mom3,https://x.com/patriotic_mom3,56,764,743,80,89
FrA38507559,https://x.com/FrA38507559,0,241,1,80,89
BenjaminHe28355,https://x.com/BenjaminHe28355,36,14,485,80,89
Gekko_Capital,https://x.com/Gekko_Capital,604,3520,31,80,89
donlivione,https://x.com/donlivione,297,2562,15,80,89
CVajdak13623,https://x.com/CVajdak13623,553,265,1595,80,89
ja_l,https://x.com/ja_l,95,1096,87,80,89
doug95116182,https://x.com/doug95116182,416,2200,20,80,89
c20409000,https://x.com/c20409000,159,192,149,80,89
EldonHambl29375,https://x.com/EldonHambl29375,397,512,176,80,89
johnsoncfzhou,https://x.com/johnsoncfzhou,0,33,0,80,89
musk_mickey,https://x.com/musk_mickey,800,952,2293,80,89
LashMcLash,https://x.com/LashMcLash,179,183,2,80,89
gautinils,https://x.com/gautinils,25,54,1,80,89
JohnSno71963957,https://x.com/JohnSno71963957,156,120,2,80,89
sidharth2023,https://x.com/sidharth2023,208,1236,266,80,89
Wally88328308,https://x.com/Wally88328308,99,211,6,80,89
MainspringETFs,https://x.com/MainspringETFs,152,244,74,80,89
Viljoen1Mh,https://x.com/Viljoen1Mh,104,101,1,80,89
Muhamma93074066,https://x.com/Muhamma93074066,12,264,156,80,89
Alcapone_288,https://x.com/Alcapone_288,26,99,19,80,89
RafaelNiki786,https://x.com/RafaelNiki786,248,674,23,80,89
Stephen46749359,https://x.com/Stephen46749359,212,343,0,80,89
JohnTheLawrenc1,https://x.com/JohnTheLawrenc1,269,1842,11,80,89
romejake1,https://x.com/romejake1,178,559,240,80,89
hodltracker,https://x.com/hodltracker,12,135,62,80,89
Shrey_Zade,https://x.com/Shrey_Zade,317,229,570,80,89
lr9_dosantos,https://x.com/lr9_dosantos,98,332,16,80,89
ThatGuyRic6,https://x.com/ThatGuyRic6,119,1136,477,80,89
GHarsh_110,https://x.com/GHarsh_110,18,1560,421,80,89
AwaltTherapy,https://x.com/AwaltTherapy,9,22,128,80,89
CarolBoneCart,https://x.com/CarolBoneCart,42,520,3263,80,89
IstvnNa08207886,https://x.com/IstvnNa08207886,236,229,0,80,89
halas966,https://x.com/halas966,162,72,0,80,89
TheSwyfe,https://x.com/TheSwyfe,17,312,50,80,89
chris__jp,https://x.com/chris__jp,248,166,26,80,89
ANut258,https://x.com/ANut258,295,2330,20,80,89
ryu0x167,https://x.com/ryu0x167,777,3738,3037,80,89
RObiomachi,https://x.com/RObiomachi,21,95,92,80,89
solheimkungen,https://x.com/solheimkungen,37,60,0,80,89
Noirz777,https://x.com/Noirz777,105,81,9,80,89
ldavis27801,https://x.com/ldavis27801,189,1031,11,80,89
xaldovahDev,https://x.com/xaldovahDev,182,1006,4446,80,89
nolimit_trading,https://x.com/nolimit_trading,175,355,0,80,89
druggaburitto,https://x.com/druggaburitto,137,152,1,80,89
eminembakerys,https://x.com/eminembakerys,172,718,5052,80,89
HankP12,https://x.com/HankP12,46,1476,9493,80,89
renus_trader,https://x.com/renus_trader,100,920,28,80,89
davidcurtin09,https://x.com/davidcurtin09,128,107,2,80,89
shabalapading,https://x.com/shabalapading,211,160,62,80,89
f19l1,https://x.com/f19l1,221,1092,44,80,89
themanwithnoco1,https://x.com/themanwithnoco1,177,211,0,80,89
Jess_INCOVER13,https://x.com/Jess_INCOVER13,343,2435,12216,80,89
AlexO1899646,https://x.com/AlexO1899646,257,111,222,80,89
QYNingQ,https://x.com/QYNingQ,54,13,7,80,89
Vuk24686565,https://x.com/Vuk24686565,66,87,0,80,89
Zeeshan_Rana194,https://x.com/Zeeshan_Rana194,155,2056,69,80,89
sjmullenix,https://x.com/sjmullenix,59,109,0,80,89
Nadim_Co,https://x.com/Nadim_Co,175,559,3011,80,89
bitsandpixels00,https://x.com/bitsandpixels00,44,557,227,80,89
Chris_Meisser,https://x.com/Chris_Meisser,222,379,4,80,89
ryan_t_stull,https://x.com/ryan_t_stull,448,431,4010,80,89
Twittamat1,https://x.com/Twittamat1,57,28,9,80,89
suizcheeze,https://x.com/suizcheeze,55,29,0,80,89
cryptoarminius,https://x.com/cryptoarminius,441,440,2170,80,89
LuisQui32404909,https://x.com/LuisQui32404909,373,642,16,80,89
nickdelatierra,https://x.com/nickdelatierra,667,2392,6874,80,89
shicklgruber56,https://x.com/shicklgruber56,192,705,1103,80,89
_jasonss,https://x.com/_jasonss,454,1390,2412,80,89
TudiCapital,https://x.com/TudiCapital,94,223,398,80,89
LnRobo,https://x.com/LnRobo,33,47,0,80,89
mstavros,https://x.com/mstavros,398,1594,212,80,89
swaczynski,https://x.com/swaczynski,165,809,239,80,89
Arikk21,https://x.com/Arikk21,29,63,23,80,89
goncalobydesign,https://x.com/goncalobydesign,81,252,37,80,89
andypubah,https://x.com/andypubah,122,450,31,80,89
MaximusBTC,https://x.com/MaximusBTC,147,293,8,80,89
criglerdad,https://x.com/criglerdad,266,863,468,80,89
ft_whiterabbit,https://x.com/ft_whiterabbit,93,778,328,80,89
Physbits21,https://x.com/Physbits21,221,181,227,80,89
hnguyen32828,https://x.com/hnguyen32828,0,65,6,80,89
qiu_yuyue,https://x.com/qiu_yuyue,220,302,0,80,89
cryptom11530836,https://x.com/cryptom11530836,42,224,37,80,89
reversionhealth,https://x.com/reversionhealth,142,126,54,80,89
rubrhee,https://x.com/rubrhee,0,37,7,80,89
augustoaldanab,https://x.com/augustoaldanab,48,284,63,80,89
mwilde544932,https://x.com/mwilde544932,219,182,10,80,89
OhxK0,https://x.com/OhxK0,266,187,75,80,89
KoolwijkLars,https://x.com/KoolwijkLars,69,109,0,80,89
10millionperbtc,https://x.com/10millionperbtc,710,805,3878,80,89
fts2110,https://x.com/fts2110,187,251,0,80,89
MichaelBowsman,https://x.com/MichaelBowsman,333,163,247,80,89
BootyMchooters,https://x.com/BootyMchooters,0,383,8,80,89
gregor_acmilan,https://x.com/gregor_acmilan,1,41,674,80,89
PedroCoSilva,https://x.com/PedroCoSilva,924,3455,15670,80,89
kellydavid1984,https://x.com/kellydavid1984,78,103,0,80,89
bmcrypt,https://x.com/bmcrypt,21,120,42,80,89
Shane_Rings,https://x.com/Shane_Rings,339,588,2,80,89
Madsbjoern93,https://x.com/Madsbjoern93,44,32,0,80,89
emoticondon,https://x.com/emoticondon,206,846,1111,80,89
emailguy_,https://x.com/emailguy_,700,671,2143,80,89
laelemlos,https://x.com/laelemlos,112,453,2771,80,89
BTCfireBTC,https://x.com/BTCfireBTC,358,1278,5789,80,89
st995818,https://x.com/st995818,466,2422,46,80,89
BogoDalkakk,https://x.com/BogoDalkakk,91,45,9,80,89
xantifi,https://x.com/xantifi,56,268,33,80,89
EricThorbahn,https://x.com/EricThorbahn,18,210,239,80,89
BigBeardedWest,https://x.com/BigBeardedWest,138,191,3,80,89
orto_doncia_CR,https://x.com/orto_doncia_CR,161,766,30,80,89
kenwhite5574,https://x.com/kenwhite5574,207,509,1207,80,89
NuliusnVerba,https://x.com/NuliusnVerba,41,486,481,80,89
hattaens,https://x.com/hattaens,34,12,6,80,89
estudioeldinero,https://x.com/estudioeldinero,348,94,632,80,89
rimensil,https://x.com/rimensil,260,2042,10,80,89
caymanbrian3,https://x.com/caymanbrian3,144,400,3,80,89
CurrencyJackal,https://x.com/CurrencyJackal,144,485,11,80,89
jdlf01,https://x.com/jdlf01,12,123,170,80,89
ekbuffalo1,https://x.com/ekbuffalo1,246,260,0,80,89
PaulMeeh,https://x.com/PaulMeeh,385,2953,3768,80,89
Richard20676333,https://x.com/Richard20676333,83,102,2,80,89
vanilla7554,https://x.com/vanilla7554,4,513,551,80,89
dxnomite,https://x.com/dxnomite,745,540,2986,80,89
Phil54079108,https://x.com/Phil54079108,11,32,0,80,89
p3regr1no,https://x.com/p3regr1no,43,584,175,80,89
xbtcxsats,https://x.com/xbtcxsats,261,130,269,80,89
CristianD_CM,https://x.com/CristianD_CM,139,1381,56,80,89
forestfisher9,https://x.com/forestfisher9,581,425,1,80,89
JamesPhilip83,https://x.com/JamesPhilip83,22,75,11,80,89
lindsey_h28,https://x.com/lindsey_h28,18,72,48,80,89
Andre_Student83,https://x.com/Andre_Student83,131,147,0,80,89
BarbosaAdoniram,https://x.com/BarbosaAdoniram,45,826,471,80,89
fer_kwan,https://x.com/fer_kwan,61,2886,155,80,89
GLeeBrewer,https://x.com/GLeeBrewer,94,65,1,80,89
ChrisJBPR,https://x.com/ChrisJBPR,177,2540,355,80,89
Confidemus12,https://x.com/Confidemus12,0,93,0,80,89
Indiana28558285,https://x.com/Indiana28558285,21,184,11,80,89
dt12818,https://x.com/dt12818,24,202,35,80,89
susiebdss_,https://x.com/susiebdss_,26,1214,124,80,89
ANANDAG21,https://x.com/ANANDAG21,1,2,0,80,89
notabot1001,https://x.com/notabot1001,0,661,8,80,89
DrGooseyy,https://x.com/DrGooseyy,490,281,2358,80,89
aldapooh,https://x.com/aldapooh,18,706,1824,80,89
drakopan,https://x.com/drakopan,4,380,156,80,89
JackMBrewer,https://x.com/JackMBrewer,84,53,0,80,89
Fileri,https://x.com/Fileri,166,460,23,80,89
docu1x,https://x.com/docu1x,137,254,3,80,89
baker14538,https://x.com/baker14538,138,1385,1118,80,89
PleniApp,https://x.com/PleniApp,13,66,15,80,89
degenmillenia,https://x.com/degenmillenia,58,788,109,80,89
johnnyhodl,https://x.com/johnnyhodl,28,52,0,80,89
neiwei82,https://x.com/neiwei82,8,949,410,80,89
northto_south,https://x.com/northto_south,486,4684,611,80,89
cwoolner,https://x.com/cwoolner,490,2816,226,80,89
JamesWHendrick,https://x.com/JamesWHendrick,267,749,0,80,89
hubmappr,https://x.com/hubmappr,151,557,170,80,89
MelPepps,https://x.com/MelPepps,23,66,3,80,89
LB_emanuel,https://x.com/LB_emanuel,6,188,185,80,89
OC2STW,https://x.com/OC2STW,460,959,1255,80,89
Inuyashaart,https://x.com/Inuyashaart,6,25,5697,80,89
TonyConiglio,https://x.com/TonyConiglio,51,111,0,80,89
TioBitcoiin,https://x.com/TioBitcoiin,34,183,50,80,89
Electonlife,https://x.com/Electonlife,2,282,414,80,89
XXIM006,https://x.com/XXIM006,99,166,6,80,89
levikoi,https://x.com/levikoi,306,197,0,80,89
san_sheller,https://x.com/san_sheller,16,22,0,80,89
aastarling,https://x.com/aastarling,7,61,32,80,89
TimY45688,https://x.com/TimY45688,128,262,1,80,89
aistobascistox,https://x.com/aistobascistox,69,1757,1094,80,89
CoinKojote,https://x.com/CoinKojote,216,71,193,80,89
Gustav_Iraldus,https://x.com/Gustav_Iraldus,50,53,36,80,89
puravidiotis,https://x.com/puravidiotis,373,1167,1292,80,89
Dave18297,https://x.com/Dave18297,140,655,47,80,89
sanawthell,https://x.com/sanawthell,16,55,36,80,89
guyinadesert,https://x.com/guyinadesert,237,1006,283,80,89
chris_r_szym,https://x.com/chris_r_szym,150,192,7,80,89
Cryptoferan,https://x.com/Cryptoferan,36,104,2,80,89
crypto_hotshot,https://x.com/crypto_hotshot,51,410,47,80,89
SunnySideUpHB,https://x.com/SunnySideUpHB,98,77,115,80,89
ThorsAnger,https://x.com/ThorsAnger,307,1458,2876,80,89
smatthewslee,https://x.com/smatthewslee,301,19,65,80,89
vampirashu,https://x.com/vampirashu,574,373,15,80,89
rjspijker,https://x.com/rjspijker,143,96,1,80,89
audricw,https://x.com/audricw,7,179,429,80,89
kurtisgodel,https://x.com/kurtisgodel,201,217,6,80,89
Jarl_Parosch,https://x.com/Jarl_Parosch,11,113,238,80,89
EricsOutsideNow,https://x.com/EricsOutsideNow,11,21,0,80,89
eqbringsuwealth,https://x.com/eqbringsuwealth,90,118,0,80,89
Rust1785317,https://x.com/Rust1785317,325,220,497,80,89
Annonixx,https://x.com/Annonixx,177,1263,2374,80,89
GraybeardDavid,https://x.com/GraybeardDavid,382,2684,323,80,89
JisooMusk,https://x.com/JisooMusk,259,259,7,80,89
emily38702648,https://x.com/emily38702648,130,2247,4880,80,89
KefalosNick,https://x.com/KefalosNick,49,99,1,80,89
SolyFinT,https://x.com/SolyFinT,569,4419,6991,80,89
views_toronto,https://x.com/views_toronto,221,232,3,80,89
peesully,https://x.com/peesully,253,932,201,80,89
HoutekamerWim,https://x.com/HoutekamerWim,46,81,1,80,89
shaked_yarkony,https://x.com/shaked_yarkony,205,1005,932,80,89
helloannieh,https://x.com/helloannieh,32,76,17,80,89
john55769435,https://x.com/john55769435,11,146,104,80,89
HRV83,https://x.com/HRV83,0,1089,0,80,89
DavidGolden702,https://x.com/DavidGolden702,38,97,8,80,89
Nas_Rs,https://x.com/Nas_Rs,826,2611,17004,80,89
Alex84496581,https://x.com/Alex84496581,70,112,0,80,89
JunweiChen86243,https://x.com/JunweiChen86243,201,273,21,80,89
D675,https://x.com/D675,105,422,2163,80,89
